papipe_peak,papipe_umis
chr4_48762704_r,164
chr4_48764850_r,23
chr4_48766824_r,170
chr4_48770407_r,535
chr4_48775999_r,121
chr4_48776865_r,44
chr4_48778144_r,87
chr4_48779030_r,2175
chr4_48781166_f,26
chr4_48831739_f,130
chr4_48835848_f,81
chr4_48838865_f,12
chr4_48841136_f,86
chr4_48848512_f,181
chr4_48852712_f,80
chr4_48855666_f,649
chr4_48861248_f,2445
chr4_48885382_r,371
chr4_48903051_r,9
chr4_49115271_r,4
chr4_503136_f,4
chr4_505632_f,232
chr4_5067552_f,6
chr4_508705_f,135
chr4_511295_f,811
chr4_512882_f,4
chr4_51380_r,50
chr4_514929_f,86
chr4_516416_f,131
chr4_5169816_f,18
chr4_51877936_f,20
chr4_51882201_f,15
chr4_51906007_f,6
chr4_51916837_f,39
chr4_52028873_r,1
chr4_522843_f,227
chr4_52631692_r,1
chr4_52637157_r,6
chr4_52663757_f,35
chr4_52714136_f,2690
chr4_527541_f,86
chr4_529554_f,7
chr4_52958105_r,4
chr4_52960046_r,1
chr4_52987048_r,32
chr4_53054736_r,66
chr4_53064054_r,57
chr4_53098846_r,20
chr4_53135372_r,42
chr4_53144702_r,13
chr4_53208317_r,75
chr4_53257054_r,4
chr4_53257789_r,16
chr4_53378381_f,113
chr4_53381494_f,26
chr4_53384409_f,332
chr4_53387612_f,99
chr4_53391703_f,44
chr4_53402752_f,111
chr4_53411303_f,315
chr4_53414297_f,417
chr4_53420197_f,507
chr4_53436600_f,12
chr4_53437693_f,18
chr4_53441442_f,16
chr4_53459621_f,991
chr4_53467590_f,13
chr4_5348055_f,5
chr4_5393700_f,3
chr4_539526_f,230
chr4_53981058_r,9
chr4_53985501_r,106
chr4_53994795_r,37
chr4_53996335_r,39
chr4_54000071_r,30
chr4_54008709_r,169
chr4_54009789_r,427
chr4_54010315_r,92
chr4_54023158_r,106
chr4_54034057_r,92
chr4_54034543_r,689
chr4_54036326_r,155
chr4_54039748_r,61
chr4_54048833_r,276
chr4_54051842_r,283
chr4_54056813_r,49
chr4_54059659_r,88
chr4_54060001_r,193
chr4_54063602_r,342
chr4_54064232_r,162
chr4_54071817_f,1
chr4_54088458_f,7
chr4_54783833_r,2
chr4_5486870_f,2
chr4_5501001_f,179
chr4_55367748_f,15
chr4_55370303_f,576
chr4_55397044_f,165
chr4_55397490_f,3246
chr4_55397707_r,170
chr4_55398864_f,2403
chr4_55399086_r,35
chr4_55403513_r,340
chr4_55406987_f,41
chr4_55416263_f,20
chr4_55427903_r,34
chr4_55442007_r,3
chr4_55442278_r,18
chr4_55487063_r,13
chr4_55595231_r,153
chr4_55598259_r,6
chr4_55855404_f,47
chr4_55858351_f,35
chr4_55861533_f,16
chr4_55879254_f,44
chr4_55890531_f,436
chr4_55904519_f,52
chr4_55905016_f,308
chr4_55949651_f,11
chr4_55956778_r,5
chr4_55960776_f,396
chr4_55967314_f,17
chr4_56032856_f,54
chr4_56033283_f,92
chr4_5612921_f,4
chr4_56338290_r,61
chr4_56375690_r,7
chr4_56394880_r,143
chr4_56412325_r,102
chr4_56415073_r,107
chr4_56433713_r,1283
chr4_56437819_f,779
chr4_56447829_f,36
chr4_56449805_f,365
chr4_56450764_f,215
chr4_56452802_f,28
chr4_56459664_f,864
chr4_56461369_f,803
chr4_56466480_f,48
chr4_56483158_f,42
chr4_56495369_f,171
chr4_56500647_f,506
chr4_56501949_f,382
chr4_56503107_f,658
chr4_56647992_r,221
chr4_56809861_r,123
chr4_56921735_f,27
chr4_56930477_f,475
chr4_56931820_f,69
chr4_56934756_f,59
chr4_56935844_f,374
chr4_56936389_f,17
chr4_56940445_f,43
chr4_56962875_r,52
chr4_56963351_r,406
chr4_56964085_r,86
chr4_56966041_r,197
chr4_56978181_f,362
chr4_56980358_f,56
chr4_56994925_f,1971
chr4_56996300_r,89
chr4_57001162_f,11
chr4_57006128_r,4
chr4_57008851_f,206
chr4_57009738_f,335
chr4_57010680_f,331
chr4_57021507_r,89
chr4_57031078_r,7550
chr4_57031158_f,989
chr4_57031535_r,16
chr4_57048936_r,9
chr4_57050263_r,328
chr4_57056939_r,487
chr4_57066582_r,156
chr4_57066975_r,458
chr4_57067329_r,184
chr4_57070388_r,29
chr4_57080213_r,6
chr4_57085268_r,383
chr4_57085948_r,217
chr4_57086755_r,408
chr4_57090898_r,66
chr4_57093256_r,27
chr4_57093631_r,420
chr4_57093927_r,173
chr4_57099015_r,375
chr4_57099743_r,72
chr4_57100089_r,1576
chr4_57101077_r,18
chr4_57102854_r,30
chr4_57104686_r,25
chr4_57105364_r,26
chr4_57144545_f,1
chr4_60586870_r,9
chr4_619575_r,7
chr4_62105608_r,300
chr4_6602688_r,3
chr4_6622024_f,77
chr4_6622403_f,453
chr4_6623897_f,17
chr4_6627896_f,12
chr4_663630_r,4
chr4_663955_r,3
chr4_6642725_f,2166
chr4_6674706_f,80
chr4_6676047_f,763
chr4_6679686_f,16
chr4_6687448_r,34
chr4_6695415_f,139
chr4_6697170_f,8268
chr4_6708154_r,50
chr4_6716188_f,1
chr4_6717362_f,895
chr4_672439_r,2229
chr4_67451979_r,80
chr4_67453034_r,7
chr4_67472487_r,646
chr4_67488160_r,150
chr4_67492951_r,205
chr4_67509902_r,324
chr4_67514155_r,352
chr4_67518212_r,178
chr4_67518471_r,491
chr4_67519453_r,287
chr4_67529173_r,566
chr4_67529493_r,161
chr4_67530445_r,1632
chr4_67543816_r,260
chr4_67545084_f,60
chr4_67550456_f,3
chr4_67571266_f,60
chr4_67573751_f,21
chr4_67606315_f,29
chr4_67606895_f,285
chr4_67607337_f,115
chr4_67615761_r,10
chr4_67617870_r,38
chr4_67624039_r,27
chr4_67628440_r,92
chr4_67633388_r,33
chr4_67635858_r,340
chr4_67642033_r,41
chr4_67652278_r,33
chr4_67655238_r,4
chr4_67662487_r,892
chr4_67663115_r,77
chr4_67668261_r,91
chr4_67669967_r,268
chr4_67671485_r,253
chr4_67681422_r,166
chr4_67686952_f,93
chr4_67692018_r,309
chr4_67697641_r,121
chr4_67699282_r,21
chr4_67700550_r,1233
chr4_67747590_f,8
chr4_67750008_f,13
chr4_6784958_r,135
chr4_6787177_f,1405
chr4_67895173_f,7
chr4_6790413_r,113
chr4_6791179_f,66
chr4_6791344_r,399
chr4_6791733_f,80
chr4_6792385_f,39
chr4_6797771_f,965
chr4_6801968_f,38
chr4_6802430_f,38
chr4_6803011_f,1082
chr4_6810952_f,160
chr4_6815029_f,151
chr4_6818399_f,212
chr4_6818707_f,257
chr4_682028_f,264
chr4_6820355_f,248
chr4_6820670_f,11
chr4_68310387_r,33
chr4_68312963_r,61
chr4_68313325_r,1336
chr4_68314004_r,642
chr4_68314781_r,71
chr4_68315698_r,21
chr4_68319572_r,52
chr4_68319871_r,164
chr4_68320890_r,533
chr4_68322527_r,334
chr4_68322813_r,233
chr4_6832633_f,25
chr4_68329299_r,1441
chr4_68329783_r,157
chr4_68332667_r,45
chr4_68333380_r,244
chr4_68334602_r,108
chr4_68336602_r,84
chr4_68337320_r,637
chr4_68337741_r,279
chr4_68338294_r,493
chr4_68340339_r,86
chr4_68343216_r,254
chr4_68346523_r,24
chr4_68349173_r,212
chr4_68349939_r,358
chr4_6835945_f,29
chr4_68382775_f,4
chr4_6845375_f,89
chr4_6846092_f,372
chr4_6855634_f,96
chr4_6858566_f,116
chr4_6864982_f,75
chr4_6876648_f,21
chr4_6882801_f,62
chr4_6883369_f,470
chr4_6884164_f,27
chr4_6907790_r,2
chr4_6908292_r,15
chr4_6915967_f,544
chr4_6925292_f,349
chr4_6930029_f,65
chr4_6933187_f,12
chr4_6940931_f,106
chr4_6944312_f,30
chr4_6945748_f,417
chr4_6947496_f,251
chr4_6950792_f,24
chr4_69760948_f,6
chr4_6976500_f,20
chr4_6982896_f,6
chr4_7025003_f,3
chr4_7030719_f,102
chr4_7033113_f,608
chr4_7041382_r,74
chr4_7054638_f,60
chr4_7056642_f,226
chr4_7060054_r,682
chr4_7060527_r,282
chr4_7060819_r,590
chr4_7064061_r,228
chr4_70655541_r,163
chr4_7067501_r,10
chr4_70690180_f,503
chr4_70690598_f,90
chr4_70708888_f,44
chr4_70733107_f,46
chr4_70733775_f,9
chr4_70747128_f,17
chr4_70806871_f,60
chr4_70808192_r,7
chr4_70808618_f,116
chr4_70819774_r,234
chr4_70820662_r,764
chr4_70830840_r,86
chr4_70831741_r,222
chr4_70838259_r,28
chr4_70840782_f,17
chr4_70892947_f,93
chr4_70926630_f,57
chr4_70926996_f,175
chr4_70931989_f,7
chr4_70952318_f,28
chr4_70976381_f,41
chr4_70976640_f,79
chr4_70984760_f,36
chr4_70988168_f,453
chr4_70994480_f,39
chr4_70995922_f,75
chr4_71030914_f,344
chr4_7112162_r,1
chr4_712176_f,31
chr4_72834_f,15
chr4_729099_f,605
chr4_73069154_r,117
chr4_73074873_r,63
chr4_73092214_r,3
chr4_73100861_r,19
chr4_73140244_r,53
chr4_73143759_r,22
chr4_73149986_r,29
chr4_73162072_r,219
chr4_73195339_r,262
chr4_73196025_r,400
chr4_73198423_r,9
chr4_73201140_r,51
chr4_73204358_f,307
chr4_73211847_f,411
chr4_73215279_r,421
chr4_73216287_r,524
chr4_73218106_r,26
chr4_73218642_f,289
chr4_73219787_r,51
chr4_73226413_r,565
chr4_73229531_f,30
chr4_73230577_r,239
chr4_73230907_r,110
chr4_73234137_r,334
chr4_73235137_r,56
chr4_73240827_r,624
chr4_73243519_r,38
chr4_73248762_r,382
chr4_73250000_r,128
chr4_73251523_r,1383
chr4_73252220_r,34
chr4_73252858_r,1101
chr4_73255755_r,970
chr4_73256548_r,139
chr4_73257815_r,81
chr4_73258319_r,571
chr4_73490_f,98
chr4_73741062_f,11
chr4_73741673_f,335
chr4_73742764_f,170
chr4_73743295_f,219
chr4_73743716_f,2790
chr4_73870944_f,7
chr4_73871242_f,71
chr4_73981077_r,181
chr4_73987038_r,292
chr4_74036589_r,78
chr4_74097035_r,84
chr4_74097680_r,1
chr4_74099744_f,16
chr4_74160703_f,491
chr4_74162249_f,244
chr4_74166456_r,2
chr4_741730_f,66
chr4_74242209_f,8
chr4_74293295_r,1
chr4_74306455_r,4
chr4_74377156_f,31
chr4_74388758_f,80
chr4_74432339_f,1
chr4_74448334_f,8
chr4_74449136_f,92
chr4_74455005_f,123
chr4_749790_r,154
chr4_75481825_r,64
chr4_75504833_r,13
chr4_75508405_r,138
chr4_75514990_f,63
chr4_75517701_f,29
chr4_75518935_f,2
chr4_75547320_f,83
chr4_75642790_r,595
chr4_75643379_r,14
chr4_75644389_r,755
chr4_75645192_r,249
chr4_75645671_r,149
chr4_75647793_r,23
chr4_75652958_r,24
chr4_75655863_r,380
chr4_75656411_r,1556
chr4_75665381_r,145
chr4_75668142_r,90
chr4_75672880_r,26
chr4_75703147_r,1
chr4_75725408_f,393
chr4_75726281_f,252
chr4_75752460_f,118
chr4_75780666_r,7
chr4_75790902_f,158
chr4_75796354_r,35
chr4_75814213_f,312
chr4_7582664_f,96
chr4_75910852_r,160
chr4_75913660_r,372
chr4_75919374_r,50
chr4_75920088_r,1
chr4_75923636_r,44
chr4_75938318_r,3
chr4_75949917_r,172
chr4_75988564_r,54
chr4_760475_r,82
chr4_76121659_r,30
chr4_76137557_r,62
chr4_76140304_r,425
chr4_76142245_r,48
chr4_76158737_r,361
chr4_76160029_r,77
chr4_76161452_r,316
chr4_76164820_r,151
chr4_76174490_r,20
chr4_76179372_r,347
chr4_76180916_r,92
chr4_76186830_r,425
chr4_76190384_r,108
chr4_76194886_r,60
chr4_7672508_f,17
chr4_767548_r,497
chr4_76973063_f,5
chr4_769919_r,65
chr4_77003511_f,2
chr4_770087_f,392
chr4_77028678_f,197
chr4_77047155_r,2431
chr4_77048556_r,282
chr4_77050264_r,107
chr4_77053188_r,52
chr4_77056609_r,335
chr4_77061997_r,134
chr4_77062287_r,67
chr4_77069695_r,260
chr4_77070035_r,1281
chr4_77071968_r,26
chr4_77074079_r,2235
chr4_77075202_r,111
chr4_77075613_r,133
chr4_77076056_f,31
chr4_77076655_f,118
chr4_77163671_f,296
chr4_77166773_f,101
chr4_77167210_f,423
chr4_77170060_f,48
chr4_77320625_f,1
chr4_77333_f,389
chr4_775479_r,294
chr4_776769_r,19
chr4_77714330_r,2
chr4_77718021_r,218
chr4_77723098_r,11
chr4_77723920_r,15
chr4_77735453_r,21
chr4_77741832_r,16
chr4_77743620_r,250
chr4_77760896_r,218
chr4_77761254_r,27
chr4_77772465_r,58
chr4_77784184_r,13
chr4_77784794_r,508
chr4_77785183_r,32
chr4_77794150_f,324
chr4_77795600_r,21
chr4_77796161_r,408
chr4_77797102_f,639
chr4_77798324_r,39
chr4_77799064_r,22
chr4_77799993_r,55
chr4_77805208_r,320
chr4_77806055_r,319
chr4_77808031_r,52
chr4_77812115_r,156
chr4_77817080_r,144
chr4_77817539_r,134
chr4_77818486_r,261
chr4_77820853_f,38
chr4_77862541_f,100
chr4_77863182_f,58
chr4_77864124_f,25
chr4_77891173_f,2
chr4_77904553_f,75
chr4_77952783_f,1178
chr4_779665_r,37
chr4_781306_r,64
chr4_7832669_f,30
chr4_78610451_f,222
chr4_78775233_r,257
chr4_78780633_f,73
chr4_78784853_f,14
chr4_78795689_f,23
chr4_78815605_f,28
chr4_78820909_f,34
chr4_78879435_f,81
chr4_78889220_f,167
chr4_78917940_r,65
chr4_79815349_r,7
chr4_7988190_r,5
chr4_79904429_r,26
chr4_79905571_r,375
chr4_79907180_r,121
chr4_79917235_r,26
chr4_79926169_r,38
chr4_79930416_r,81
chr4_79930729_r,164
chr4_79933151_r,49
chr4_79935694_r,60
chr4_79936933_r,434
chr4_79950827_r,67
chr4_79952295_r,217
chr4_79957169_r,46
chr4_79961604_r,839
chr4_79962022_r,183
chr4_79965682_r,260
chr4_79973560_r,1476
chr4_79975931_r,1850
chr4_79976743_r,50
chr4_79977542_r,204
chr4_79992495_r,89
chr4_79994447_r,40
chr4_79996965_r,276
chr4_80007409_r,153
chr4_80008409_r,145
chr4_80010742_f,2
chr4_80012245_r,30
chr4_80014220_r,114
chr4_80016856_r,179
chr4_80018163_r,289
chr4_80020006_r,70
chr4_80021149_f,201
chr4_80022198_r,34
chr4_80023143_r,51
chr4_80027467_r,60
chr4_80027751_r,368
chr4_80033960_r,32
chr4_80041412_r,425
chr4_80043646_r,66
chr4_80045300_r,44
chr4_80050894_r,55
chr4_80052009_r,168
chr4_80054209_r,65
chr4_80055595_r,8
chr4_80059994_r,46
chr4_80063580_r,138
chr4_80066375_r,16
chr4_80067544_r,232
chr4_80068362_r,369
chr4_80068871_r,12
chr4_80070869_f,100
chr4_80071326_r,354
chr4_81421370_r,17
chr4_81426397_r,32
chr4_81436168_r,13
chr4_81450894_r,48
chr4_81452116_r,45
chr4_81457027_r,56
chr4_81465916_r,44
chr4_81468015_r,29
chr4_81468597_r,157
chr4_81469472_r,38
chr4_81472329_f,41
chr4_81472768_f,65
chr4_81491260_r,90
chr4_81506002_f,21
chr4_8199167_r,1
chr4_82277074_f,9
chr4_82343072_r,18
chr4_82343840_r,4
chr4_82346408_r,66
chr4_82353331_r,164
chr4_82353829_r,7051
chr4_82357348_r,569
chr4_82358330_r,325
chr4_82358797_r,802
chr4_82362595_r,594
chr4_82363253_r,2282
chr4_82365971_f,10
chr4_82366585_r,1753
chr4_82367176_r,2088
chr4_82369110_r,48
chr4_82369825_r,163
chr4_82370190_r,122
chr4_82370528_r,1395
chr4_82371538_r,351
chr4_82373461_r,512
chr4_82375051_f,320
chr4_82375523_f,751
chr4_82410545_r,9
chr4_8241091_f,133
chr4_82418708_r,136
chr4_82422762_r,17
chr4_82423207_r,500
chr4_82424628_r,9261
chr4_82426058_r,1433
chr4_82427245_r,266
chr4_82427557_r,202
chr4_82428039_r,812
chr4_82428404_r,574
chr4_82428830_r,48
chr4_82429359_r,842
chr4_82431898_f,107
chr4_82438214_f,24
chr4_8243877_f,14
chr4_82461087_f,1015
chr4_82463205_f,15
chr4_82803559_r,1
chr4_82809399_f,2
chr4_82818661_r,1337
chr4_82824658_r,98
chr4_82827247_r,268
chr4_82827933_r,74
chr4_82833762_r,21
chr4_82837252_r,202
chr4_82843685_r,982
chr4_82848289_r,56
chr4_82860659_r,295
chr4_82881138_r,8
chr4_82885432_r,180
chr4_82885872_r,403
chr4_82887817_r,11
chr4_82889705_r,197
chr4_82890491_r,340
chr4_82893537_r,543
chr4_82895838_r,292
chr4_82897903_r,121
chr4_82901500_f,578
chr4_82902264_r,189
chr4_82924969_r,64
chr4_8296474_f,130
chr4_82980849_r,2
chr4_83000841_r,198
chr4_83006600_f,33
chr4_83043518_f,102
chr4_83044152_f,62
chr4_83044444_f,1883
chr4_83051474_f,45
chr4_83052273_f,220
chr4_83059564_f,32
chr4_83069191_r,12
chr4_83069796_r,46
chr4_83075813_f,459
chr4_83077217_f,51
chr4_83084576_r,86
chr4_83086124_r,2656
chr4_83086679_r,181
chr4_83087266_r,841
chr4_83088689_f,2519
chr4_83090048_r,3177
chr4_83090083_f,85
chr4_83090692_r,7601
chr4_83263824_r,419
chr4_83283774_r,45
chr4_83285613_f,646
chr4_83453431_r,80
chr4_83455111_r,29
chr4_83461423_f,272
chr4_83470243_r,51
chr4_83480496_r,31
chr4_83484416_r,17
chr4_83561916_f,7
chr4_83583666_f,14
chr4_83605286_f,13
chr4_8393541_r,92
chr4_8410439_r,8
chr4_8414202_r,191
chr4_84248176_f,5
chr4_8446372_f,6
chr4_8460325_f,41
chr4_84632703_f,5
chr4_84669793_r,137
chr4_84672291_r,248
chr4_8468314_f,75
chr4_84698189_r,23
chr4_84729753_r,3
chr4_84731558_r,55
chr4_84734563_r,12
chr4_84743912_r,2
chr4_84756745_r,5
chr4_84758571_r,158
chr4_8476554_f,120
chr4_84768708_r,4
chr4_84781301_r,28
chr4_84806918_r,132
chr4_84827420_r,18
chr4_84830205_r,1
chr4_84862598_r,21
chr4_84866754_r,9
chr4_84895676_r,6
chr4_84912487_r,25
chr4_84912945_r,26
chr4_84919159_r,3
chr4_84919460_r,11
chr4_84920780_r,96
chr4_84921676_r,1241
chr4_84926655_r,254
chr4_849277_r,1926
chr4_84930626_r,39
chr4_84935536_r,83
chr4_84935954_r,42
chr4_84936533_r,140
chr4_84937374_r,543
chr4_84938034_r,160
chr4_84942886_r,883
chr4_84943181_r,786
chr4_84943734_r,26
chr4_84946514_r,138
chr4_84948958_r,97
chr4_84951071_r,104
chr4_84954343_r,75
chr4_84955037_r,105
chr4_84964711_r,948
chr4_84966343_r,17
chr4_85047_f,1
chr4_85576429_f,56
chr4_85660500_f,25
chr4_85743392_f,90
chr4_857473_r,149
chr4_85760059_f,14
chr4_85765485_f,5
chr4_85797137_f,24
chr4_85856311_f,8
chr4_85865907_f,11
chr4_85972034_f,4
chr4_85975765_f,36
chr4_85978154_f,12
chr4_863709_r,35
chr4_8667439_r,2
chr4_86823361_f,4
chr4_86935650_f,77
chr4_86936817_f,401
chr4_86956449_f,4
chr4_86972131_f,285
chr4_86984914_f,86
chr4_86985507_f,80
chr4_87000774_f,19
chr4_87014094_f,249
chr4_87021692_f,110
chr4_87027086_f,35
chr4_87028563_f,15
chr4_87032422_f,65
chr4_87033890_f,45
chr4_87035560_f,549
chr4_87036087_f,17
chr4_87041620_f,225
chr4_87042241_f,117
chr4_87042626_f,77
chr4_87044299_f,42
chr4_87050012_f,52
chr4_87055576_f,16
chr4_87055648_r,2
chr4_87057180_f,97
chr4_87062858_f,33
chr4_87065509_f,728
chr4_87066906_f,98
chr4_87067446_f,56
chr4_87068566_f,24
chr4_87073064_f,547
chr4_87073655_f,47
chr4_87096225_f,32
chr4_87098751_f,14
chr4_87101577_f,359
chr4_87115599_f,34
chr4_87118841_f,45
chr4_87141039_f,534
chr4_87142792_r,33
chr4_87159190_r,23
chr4_87160739_r,114
chr4_87165561_r,70
chr4_87187474_r,117
chr4_87209975_r,365
chr4_87212299_r,53
chr4_87214550_r,18
chr4_87220204_r,56
chr4_87335942_r,366
chr4_87336610_r,1541
chr4_87339143_r,28
chr4_87354824_r,33
chr4_87357000_r,83
chr4_87371192_r,63
chr4_87375457_r,28
chr4_87391142_r,106
chr4_87436284_f,2
chr4_87458347_f,293
chr4_875028_r,50
chr4_87530_f,224
chr4_87982933_f,5
chr4_88024457_f,691
chr4_88034753_f,259
chr4_88047752_f,61
chr4_88060287_f,6
chr4_88073034_f,28
chr4_88077774_f,188
chr4_88261893_r,376
chr4_88268755_r,68
chr4_88281400_r,37
chr4_88283414_r,355
chr4_88402542_f,9
chr4_88406626_f,2
chr4_88415386_r,29
chr4_88443097_f,38
chr4_88481228_r,3
chr4_88520998_r,1881
chr4_88592874_r,13
chr4_88593076_f,8
chr4_88595100_f,113
chr4_88609112_f,362
chr4_88617175_f,279
chr4_88666376_f,14
chr4_88693540_f,12
chr4_88701733_f,67
chr4_88706630_f,3
chr4_88708539_f,200
chr4_88711747_f,8
chr4_88722574_f,7
chr4_88728690_f,165
chr4_88733460_f,52
chr4_88807534_r,4
chr4_88993547_f,1
chr4_88994674_f,3
chr4_89020461_r,12
chr4_890930_r,254
chr4_89242997_r,2
chr4_89277010_r,173
chr4_89304770_r,54
chr4_89306891_r,204
chr4_89726055_r,801
chr4_89728617_r,2
chr4_89754007_r,1
chr4_89778302_f,1
chr4_89821873_r,25
chr4_89825619_r,1
chr4_89835566_r,52
chr4_89899101_f,1
chr4_89903540_f,3
chr4_89945867_f,3
chr4_90162592_f,16
chr4_90174436_f,12
chr4_90313092_f,70
chr4_90368945_f,11
chr4_90445031_f,8
chr4_90470272_f,5
chr4_90504835_f,9
chr4_90513243_f,16
chr4_90523821_f,34
chr4_905326_r,531
chr4_90533110_r,128
chr4_90559809_f,184
chr4_90563079_f,10
chr4_90567013_f,107
chr4_90590293_f,21
chr4_90593214_f,32
chr4_90600580_f,1
chr4_90605440_f,7
chr4_90622201_f,3
chr4_90623046_r,13
chr4_90822727_f,63
chr4_90838485_r,3507
chr4_90912941_f,49
chr4_90970772_f,10
chr4_91367130_f,29
chr4_9152760_r,15
chr4_920915_r,157
chr4_92125138_f,1
chr4_92202285_r,2
chr4_94210532_f,42
chr4_94210929_f,149
chr4_94214194_f,19
chr4_94252646_f,17
chr4_94268239_f,42
chr4_94291292_f,87
chr4_94453275_f,55
chr4_94457183_f,84
chr4_94460620_f,252
chr4_94469005_f,169
chr4_94476424_f,14
chr4_94484406_f,28
chr4_94499467_f,32
chr4_94549976_f,86
chr4_94596945_f,13
chr4_94665481_f,124
chr4_94667951_f,25
chr4_94668223_f,81
chr4_95165256_r,12
chr4_95168388_r,41
chr4_95178258_r,58
chr4_95192220_r,13
chr4_95192918_r,214
chr4_95198004_r,438
chr4_95199378_r,8
chr4_95201398_r,60
chr4_95203424_r,30
chr4_95212591_r,64
chr4_95216029_r,19
chr4_95293485_r,123
chr4_95335208_r,75
chr4_95361996_r,2
chr4_95371071_r,46
chr4_95372601_r,42
chr4_95380478_f,1
chr4_95392445_r,13
chr4_95400412_r,723
chr4_95401141_r,326
chr4_95405995_r,95
chr4_95418261_r,25
chr4_95421506_r,608
chr4_95428088_r,435
chr4_95435860_r,41
chr4_95444349_r,324
chr4_95460225_r,1005
chr4_95462042_r,301
chr4_95473461_r,426
chr4_95474138_r,185
chr4_95476748_r,203
chr4_95478351_r,511
chr4_95479079_r,38
chr4_95483301_r,165
chr4_95495164_r,351
chr4_95496707_r,716
chr4_95497638_r,8
chr4_95498570_r,158
chr4_95501279_r,169
chr4_95504893_r,271
chr4_95505532_r,105
chr4_95507531_r,737
chr4_95507933_r,100
chr4_95509228_r,167
chr4_95510457_r,476
chr4_95512627_r,32
chr4_95513606_r,97
chr4_95513918_r,60
chr4_95516125_r,109
chr4_95516889_r,39
chr4_95520251_r,48
chr4_95521235_r,1375
chr4_95522775_r,255
chr4_95526917_r,31
chr4_95528945_r,562
chr4_95536083_r,489
chr4_95536386_r,586
chr4_95538031_r,176
chr4_95539549_r,101
chr4_95540047_r,811
chr4_95542657_r,250
chr4_95545915_r,65
chr4_95546749_r,292
chr4_95549158_f,9
chr4_95549997_f,847
chr4_95571333_r,26
chr4_958656_f,421
chr4_97486378_f,1
chr4_9812800_r,83
chr4_9816859_r,48
chr4_9823432_r,104
chr4_9825534_r,193
chr4_98256873_r,36
chr4_9826224_r,348
chr4_98265646_f,158
chr4_98268573_f,129
chr4_98303045_f,229
chr4_98308811_f,7
chr4_98309256_f,33
chr4_98315795_f,96
chr4_98343254_f,41
chr4_98351713_f,271
chr4_98353038_f,74
chr4_9835585_r,8
chr4_98361076_f,451
chr4_98362560_f,79
chr4_98363478_f,566
chr4_98365020_f,319
chr4_98378051_f,47
chr4_98390890_f,73
chr4_98394071_f,3
chr4_98397013_f,43
chr4_9840049_r,20
chr4_98418635_f,3
chr4_9842061_r,24
chr4_98429256_f,132
chr4_98442666_f,289
chr4_98443865_f,146
chr4_98505493_r,1
chr4_98507083_r,3
chr4_9861815_r,17
chr4_98651891_r,93
chr4_9868777_r,65
chr4_9882450_r,20
chr4_9885212_r,5
chr4_98857270_r,20
chr4_98871685_r,74
chr4_98872306_r,12
chr4_98874810_r,194
chr4_98880062_r,133
chr4_98886395_r,18
chr4_98889840_r,90
chr4_98890517_r,70
chr4_98894765_r,163
chr4_98896486_f,732
chr4_98896569_r,17
chr4_98898631_r,91
chr4_98898904_r,43
chr4_98899993_r,874
chr4_98901544_r,541
chr4_98902940_r,22
chr4_98909061_r,21
chr4_98914393_r,302
chr4_98918073_r,61
chr4_98920462_r,484
chr4_98924196_r,726
chr4_98925641_r,77
chr4_98926009_r,47
chr4_99000998_f,13
chr4_99036320_f,24
chr4_99036591_f,26
chr4_99048895_r,11
chr4_99051177_f,25
chr4_99054792_f,26
chr4_99061780_f,18
chr4_99062809_f,795
chr4_99066460_f,15
chr4_99072161_r,1330
chr4_99075884_r,55
chr4_99548225_r,12
chr4_99562544_r,254
chr4_9968538_r,15
chr4_99830233_f,72
chr4_99833792_f,4
chr4_99870098_f,173
chr4_99872022_f,6
chr4_99874953_r,13
chr4_99884499_r,37
chr4_99896074_r,56
chr4_99898763_r,24
chr4_99899279_r,61
chr4_99899549_r,791
chr4_99901412_r,33
chr4_99905208_r,97
chr4_99913192_r,150
chr4_99924383_r,523
chr4_99932365_r,12
chr4_99937923_f,104
chr4_99940239_r,215
chr4_99940963_r,266
chr4_99943344_r,34
chr4_99948088_r,19383
chr4_99949393_r,142
chr4_99949792_r,111
chr4_99950794_f,14
chr5_100534731_r,7
chr5_100801717_r,1
chr5_100848233_r,31
chr5_100851362_r,28
chr5_100855057_r,61
chr5_100856142_r,549
chr5_100857573_r,68
chr5_100861175_r,3
chr5_100865823_r,282
chr5_100870839_r,25
chr5_100872875_f,34
chr5_100901824_r,364
chr5_100902693_r,364
chr5_100903896_r,14
chr5_101405956_r,16
chr5_101613335_f,2
chr5_10164761_r,8
chr5_101724108_r,1
chr5_102267584_r,6
chr5_10227269_r,25
chr5_10251154_f,227
chr5_10252282_f,252
chr5_10252614_f,705
chr5_10258507_f,441
chr5_10259906_f,47
chr5_10263024_f,148
chr5_10265080_f,3824
chr5_10266389_f,82
chr5_102753833_r,7
chr5_102755607_f,24
chr5_102757177_f,212
chr5_102760734_f,33
chr5_102771879_f,13
chr5_102776426_f,4
chr5_102781293_f,4
chr5_102795189_f,298
chr5_102810827_f,259
chr5_102820844_f,11
chr5_102821925_f,12
chr5_102842626_f,13
chr5_102852325_f,35
chr5_102880115_f,73
chr5_102894991_f,69
chr5_102919889_f,3
chr5_102924433_f,305
chr5_102932637_f,106
chr5_102959544_f,41
chr5_102962665_f,8
chr5_102965740_f,31
chr5_102967526_f,47
chr5_102976686_f,14
